dias;tesouroUS;eurodolar;prata ;euroyen;ouro;libra;eurolibra;aluminio;gas;microouro;cobre;dolaraustralia
263;-0.001633;0;0.00109;0.000404;0.000849;0.000759;-0.000757;0.012094;-0.099499;0.000848;0.014014;0.005369
264;0.003817;0.0001;-0.006092;-0.001776;-0.001484;0.005687;-0.002418;0.011178;-0.001854;-0.00143;-0.007298;0.000548
265;-0.000181;0.00005;-0.0082;-0.003881;-0.005837;0.001659;-0.001843;0.008513;0.007429;-0.005941;0.000469;0.001916
266;0.004166;0.00005;-0.016371;0.000731;-0.006619;-0.002033;0.003078;-0.006678;-0.044248;-0.006617;0.00172;-0.003961
267;0.00469;0;0.013107;-0.001217;0.006179;0.001735;-0.003236;0.000381;0.022377;0.005856;0.028094;0.00288
268;-0.003411;0;-0.029735;0.005116;-0.018584;0.003539;-0.004869;-0.012299;0.023019;-0.018479;-0.010323;-0.002872
269;-0.003243;-0.00005;-0.014054;0.00404;-0.017956;0.001951;0.001406;0.006418;0.023608;-0.018065;0.012425;0.00864
270;-0.000181;0.00005;0.002748;0.001529;0.000499;0.002322;0.000562;-0.00574;0.043604;0.000499;0.003636;0.001632
271;0.005785;0.0001;-0.034381;-0.000482;-0.01318;-0.004931;0.008195;0.014881;-0.018301;-0.013071;0.026419;0.003326
272;-0.000539;0.000552;-0.000842;0.00209;-0.003479;0.001952;-0.002784;0.026293;0.013718;-0.003479;0.006177;-0.005006
273;-0.012048;-0.0002;0.066522;0.009145;0.021625;0.005471;0.002959;0.011331;-0.000694;0.021625;0.013887;0.00136
274;-0.00273;0;-0.000333;0.005723;0.006394;-0.004323;0.008573;0.002801;-0.034722;0.006394;0.002018;0.005092
275;0.004015;0.00005;0.002581;-0.002134;0.00608;0.006812;-0.003256;-0.016881;-0.098201;0.00608;0.001151;0.006147
276;-0.006726;0.00005;0.004816;0.000792;-0.00049;-0.000446;0;0.009759;0.027124;-0.00049;0.01006;-0.001007
277;0.004758;0.00015;0.022229;-0.002612;0.014108;-0.003198;0.001661;-0.012601;-0.065631;0.014108;-0.001565;-0.001478
278;0.003097;0;-0.002304;0.000635;0.004834;-0.003507;0.002267;-0.012886;-0.002909;0.004834;-0.004133;-0.002961
279;-0.00345;0;-0.030546;-0.002062;-0.01935;0.00322;-0.005847;0.023346;0.017924;-0.01935;0.004007;0.004118
280;0.005649;0.0002;0.004221;0.004609;-0.000545;-0.007987;0.013094;0.008095;0.045455;-0.000545;0.017816;0.012034
281;0.000906;0.0002;0.000042;-0.00348;0.003381;-0.004816;0.003067;-0.017885;0.014884;0.003381;-0.013023;0.001262
282;0.000181;0;-0.001956;0.001588;-0.006033;0.009527;-0.007622;0.015857;0.035122;-0.006033;-0.000568;0.001659
283;-0.004344;-0.00005;0.024849;0.000079;0.012905;0.006591;-0.003488;-0.012195;0;0.012905;0.004543;0.001457
284;0.000364;0;0.016436;-0.000159;0.002051;0.00372;-0.003147;0.009506;-0.001864;0.002051;0.004522;0.00086
285;-0.001454;-0.00005;0.044627;0.00317;0.016756;0.007042;0.001163;0.008194;-0.015316;0.016756;0.012099;0.007731
286;-0.003094;0.00005;-0.005785;0.000158;-0.000795;-0.0053;0.00354;0.004973;0.024279;-0.000795;0.008757;-0.000656
287;0.001825;-0.00005;0.012679;0.000869;-0.003447;-0.003108;0.003748;-0.017381;0.001852;-0.003447;-0.015296;-0.002428
288;0.008929;0.00005;-0.032118;-0.003867;-0.006705;-0.007795;0.000824;-0.013635;0.027726;-0.006705;-0.015393;-0.008222
289;-0.005599;-0.00005;0.015334;0.000792;0.004339;0.009427;-0.008176;0.007597;-0.061871;0.004339;0.009665;0.005107
290;0.003996;0.00005;-0.000503;0.000792;0.002774;0.004151;-0.003928;0;-0.034509;0.002774;0.002252;0.003695
291;0;-0.00005;0.025144;0.003639;-0.001436;-0.006938;0.008776;0;-0.084591;-0.001436;0.002809;-0.00355
292;-0.000543;0.00005;-0.012169;0.000946;0.001332;0.003716;-0.00011;-0.010135;0.070282;0.001332;-0.004762;0.004552
293;0.001086;0.00005;0.013391;0.000079;0.006012;0.008146;-0.005507;0.011112;-0.018241;0.007288;-0.002815;0.008538
294;0.001989;0.0001;-0.005889;-0.004803;0.001111;0.003012;-0.008084;-0.017041;0.048307;0.000898;-0.008185;0.002409
295;-0.000902;0.00005;0.036154;0.000396;0.027257;-0.006371;0.008485;0.016709;0.016542;0.027175;0.011098;-0.003183
296;-0.00596;-0.00005;0.010519;-0.000395;0.004114;0.004496;-0.000332;0.013221;0.046881;0.004007;0.024627;0.013165
297;-0.013263;-0.0002;-0.021689;0.005064;-0.023455;-0.001981;0.002326;-0.005854;0.005181;-0.023434;0.00261;0.002251
298;-0.002946;-0.00005;0.008416;0.003779;0.002832;-0.002206;-0.00116;0.000613;0.004786;0.00262;0.012466;-0.004043
299;-0.00277;-0.0001;-0.09625;-0.003843;-0.040893;-0.000663;-0.003595;-0.008336;-0.010627;-0.040865;-0.005953;-0.00116
300;-0.002407;0.00005;0.026727;-0.001968;0.008451;-0.002654;-0.001721;-0.010632;0.017407;0.008391;-0.029808;-0.005484
301;-0.000928;-0.0001;0.005745;-0.000079;-0.003622;0.010128;-0.00695;0.007372;0.002184;-0.003566;0.011504;0.008174
302;0.007061;0.00015;0.005358;-0.003313;0.005806;-0.002415;-0.0014;-0.003969;-0.009444;0.005802;0.003329;-0.003668
303;-0.006827;0.00005;0.008856;-0.000791;-0.00178;0.003815;-0.003813;-0.004857;-0.022369;-0.001887;0.0141;0.005554
304;0.00353;0.00005;-0.035773;-0.005624;-0.01135;-0.006724;0.001812;-0.012264;0.026632;-0.011613;-0.017721;-0.011561
305;0.000926;0.00005;0.018288;0.004063;0.005576;0.003164;-0.000011;-0.010136;-0.069784;0.005629;0.009159;0.000195
306;0.000185;0;0.017999;-0.00476;0.014352;0.000953;-0.002584;-0.012159;-0.002749;0.014292;0.003163;0.006431
307;-0.003328;0;0.00342;0.003986;-0.000322;0.005716;-0.001408;0.036668;-0.018905;-0.000321;0.002193;0.001872
308;0.002597;0.00005;-0.011541;0.003732;-0.005147;-0.002987;0.00361;-0.003375;-0.018065;-0.005199;-0.005471;-0.005219
309;0.006477;0;-0.002703;-0.00269;-0.000431;-0.001388;-0.001012;0.011036;0.063778;-0.000539;0.001375;-0.002073
310;-0.000552;0;0.002907;0.000714;-0.002264;0.004903;-0.002701;0.002357;0.020753;-0.002318;-0.003434;0.005711
311;0.003311;0;-0.005993;-0.000555;-0.003134;-0.003204;-0.002144;-0.01188;0.039157;-0.003242;-0.015573;-0.010712
312;-0.005134;-0.00005;0.021004;0.00349;-0.003794;0.004018;-0.00147;-0.005761;-0.034783;-0.003794;0.00322;0.004044
313;-0.004976;0.00015;0.038249;0.004821;0.005115;-0.002911;0.002888;-0.001386;-0.037538;0.005115;-0.002651;-0.007212
314;0.001667;0;0.092862;-0.003382;0.007308;-0.002189;-0.003162;-0.009586;0.111544;0.007308;-0.003218;0.000393
315;-0.003328;-0.0001;-0.102524;-0.002683;-0.016283;-0.001243;-0.002718;0.001783;-0.001754;-0.016283;-0.006457;-0.006738
316;-0.003525;-0.0001;0.018723;0.000237;0.000929;-0.000952;0.00142;0.003432;-0.019684;0.000929;0.011161;0.004149
317;-0.002234;0;-0.024369;-0.000554;-0.023633;0.002346;-0.007372;0.010516;0.052349;-0.023633;-0.003493;-0.002755
318;-0.004478;0;0.030164;0.005699;0.012298;0.003949;0.002514;0.012412;-0.024532;0.012298;0.020471;0.008681
319;0.002437;-0.00005;0.020582;-0.001102;0.011596;0.001165;-0.000171;0.008297;0.006636;0.011596;0.010992;0.004629
320;0;0.00005;-0.006311;-0.001418;0.001856;0.004874;0.000228;0.013756;-0.016308;0.001856;0.014814;0.004413
321;0.002431;0;-0.011754;0.001973;0.002888;0.002172;-0.001254;0.00836;0.026808;0.002888;0.013928;-0.001228
322;-0.001679;0;-0.001182;0.001181;-0.00853;-0.002673;0.002739;0.001562;-0.014772;-0.00853;0.000528;0.002653
323;-0.00654;-0.00005;0.010391;0.000865;-0.001808;0.001304;-0.004438;0.003719;0.015342;-0.001808;0.003828;-0.001678
324;-0.012413;-0.00015;-0.000146;0.008645;-0.013395;0.006511;-0.004115;-0.004183;0.074519;-0.013395;0.012099;0.003426
325;0.001904;0.0002;-0.000183;-0.006311;-0.014523;-0.003666;-0.002812;0.015963;0.028763;-0.014523;-0.003119;-0.00161
326;0.00057;0.00005;-0.008677;0.00196;0.001299;0.008224;-0.004201;0.011931;-0.04256;0.001299;0.020985;0.002387
327;-0.008549;-0.00005;0.006463;0.000548;0.001353;0.00279;-0.000289;-0.004436;-0.004218;0.001353;0.0443;0.012551
328;-0.004407;0;0.030493;-0.000235;0.017401;0.004495;-0.000231;0.016417;-0.037797;0.017401;0.015281;0.007437
329;-0.001347;0.00005;-0.014137;0.000861;-0.001273;0.002202;-0.004221;-0.004961;-0.025059;-0.001273;0.008429;-0.001577
330;-0.003854;-0.0001;0.006176;0.006253;-0.004434;0.001134;-0.000755;0.015536;-0.008684;-0.004434;0.027104;0.003981
331;-0.011414;-0.000501;-0.007898;0.005593;-0.012247;-0.006372;0.009356;0.028999;-0.02698;-0.01169;-0.008138;-0.005036
332;0.006654;0.00005;-0.044686;-0.004867;-0.026093;-0.006341;-0.002476;-0.031399;-0.002161;-0.026248;-0.040202;-0.02442
333;-0.000194;0.000251;0.00928;-0.001009;-0.003241;-0.001649;-0.000923;-0.016609;0.002165;-0.003355;0.006106;0.008495
334;0.00175;0.0001;0.007618;0.002642;0.006154;0.003017;0.000058;0.039604;0.022326;0.006152;0.027188;0.006816
335;-0.005823;-0.00015;-0.018361;0.000543;-0.010271;-0.000573;-0.000982;-0.004594;-0.008101;-0.010268;-0.018551;-0.004471
336;-0.008981;0;-0.035019;0.000232;-0.008803;-0.0048;-0.003585;-0.015759;-0.024858;-0.008801;-0.039008;-0.008404
337;0.000788;0.00005;-0.006959;-0.000387;-0.001294;-0.003384;-0.001045;0.004003;-0.016387;-0.001294;0.024054;-0.005046
338;-0.002953;-0.000251;-0.000673;0.000232;-0.011955;-0.000361;-0.004299;-0.001936;-0.013699;-0.012069;0.004037;-0.003511
339;0.006515;0;0.035975;-0.000077;0.023187;0.004264;-0.000642;-0.002511;-0.000751;0.023182;-0.02047;0.007047
340;0.002354;0.00005;-0.001759;0.001084;0.002854;0.002519;-0.000759;0.00103;0.01127;0.002854;0.005598;0.002462
341;-0.001566;0.00005;0.002299;0.005648;0.000465;0.00402;0.001052;0.003886;-0.008915;0.000465;0.024988;0.006722
342;-0.014504;-0.0001;-0.010779;0.00277;-0.001626;-0.004647;0.001809;-0.003757;-0.025487;-0.001625;0.000603;-0.003852
343;0.003182;0;0.014413;-0.000844;0.005467;-0.001006;-0.001084;0.021029;-0.044615;0.005466;0.000241;-0.003287
344;-0.001586;0;-0.010627;-0.002611;0.000983;-0.000791;-0.000198;-0.00985;0.031401;0.000983;-0.016279;0.001811
345;-0.004369;0.0001;0.002156;0.004928;-0.002196;0.003526;0.002683;0.017183;-0.013271;-0.002195;0.012013;0.006068
346;-0.007379;-0.0002;0.011179;-0.004061;0.003127;-0.001147;-0.004247;-0.007557;-0.018592;0.003127;-0.002665;-0.003914
347;0.000402;0.00005;-0.001102;-0.001539;0.005311;-0.004163;0.003681;0.010638;0.021765;0.00531;0.001579;-0.001675
348;0.008034;0;-0.020957;0.002003;-0.002067;-0.000505;0.003318;0.012078;0.01854;-0.002067;0.006184;0.00071
349;-0.004383;0;-0.021017;-0.007997;-0.007538;-0.007645;0.000058;-0.01905;-0.02866;-0.007479;-0.014702;-0.014184
350;0.003802;0.00005;0.00004;-0.003023;0.004754;-0.004724;0.002147;0.003795;0.003987;0.004695;-0.004036;-0.006017
351;-0.000399;0.00005;-0.007103;0;-0.004617;0.003359;-0.007236;-0.000556;0.020651;-0.004673;-0.021245;-0.00204
352;-0.004587;-0.00005;0.002798;0.006375;0.004232;0.003348;-0.002216;0.021582;-0.005058;0.004174;0.023463;0.005341
353;-0.007614;-0.00005;-0.013749;-0.001004;-0.011604;-0.001813;-0.000409;-0.007841;0.011341;-0.011603;-0.008704;0.000787
354;0.001615;-0.0002;-0.025296;0.000851;-0.016471;-0.002834;-0.001169;-0.017781;0.014308;-0.016528;-0.01484;-0.005111
355;-0.002822;-0.0001;0.016417;0.004095;0.017756;0.004081;-0.003512;-0.009945;-0.005719;0.017756;0.005021;0.001186
356;0.010511;0;0.017049;0.002847;0.00741;0.003846;0.000059;0.008804;0.011887;0.00741;0.000125;0.002171
357;-0.004001;-0.000201;-0.006898;-0.000691;0.00029;0.005278;-0.001821;0;-0.048503;0.00029;0.036343;0.004924
358;0.006025;0.0001;0.018132;0.00215;0.008396;-0.005897;0.010886;0.017565;-0.021904;0.008396;-0.005423;0.001307
359;-0.000998;0.00015;0.000833;-0.000919;-0.000804;-0.006366;0.005996;-0.003299;0.026059;-0.000804;-0.015146;-0.007568
360;0.002598;0.00005;0.013316;-0.00069;0.009597;0.000146;0.004108;0.0107;0.000794;0.009597;0.009719;0.005916
361;-0.001794;0;-0.01009;0.002379;-0.007684;-0.001529;0.000346;-0.010369;0.001586;-0.007684;-0.012916;-0.003333
362;-0.001398;-0.0001;-0.018095;-0.001914;-0.006941;0.002114;-0.001959;0.001434;0.013856;-0.006941;-0.005061;-0.001246
363;0.005599;0.00015;0.022693;0.000307;0.008665;0.000509;0.002944;0.015198;0.022647;0.008665;0.003226;0.00348
364;-0.00179;0;0.003856;0.000767;-0.006471;0.002036;0;0.013886;-0.000382;-0.006471;0.023992;0.010795
365;0.013546;0.0001;0.017284;-0.002299;0.01758;0.000653;-0.000403;0.004601;0.015279;0.01758;0.02186;0.003754
366;-0.006289;-0.00005;0.005509;0.001536;0.007704;0.003336;-0.003051;-0.008414;0.008277;0.007704;-0.011937;-0.002773
367;-0.003165;0.00005;-0.010269;-0.001227;-0.005396;0.008312;-0.005001;0.005693;0.025746;-0.005396;0.016746;0.003621
368;0.004167;0.00005;0.000155;-0.000614;0.004465;-0.001434;0.003053;-0.008758;-0.008003;0.004465;-0.006118;-0.005734
369;-0.000198;-0.00005;0.028256;-0.000307;0.00844;-0.000215;0.000116;0.024566;-0.012835;0.00844;0.014796;0.00473
370;0.001976;0;-0.014719;-0.001844;-0.006193;-0.006319;0.004455;-0.003891;0.021174;-0.006193;-0.0014;-0.005547
371;-0.000986;-0.00005;-0.003706;0.005544;-0.002358;0.002746;0.00432;0.0019;-0.006912;-0.002358;0.014601;0.006096
372;0.000987;-0.00005;0.005139;0.001685;0.001238;0.002162;-0.002179;0.014226;0.021978;0.001238;0.024177;0.006382
373;-0.006312;0;0.007669;0.005427;-0.000674;-0.000288;-0.000172;-0.003429;0.029749;-0.000674;0.066322;-0.00506
374;0.000397;0.00005;-0.012532;0.002433;-0.0027;0.003093;0;-0.000417;0.0181;-0.0027;-0.043432;0.00367
375;-0.001984;0.00005;-0.001074;0.001744;-0.002876;0.000287;-0.000345;0.009178;-0.004786;-0.002763;-0.009698;-0.002502
376;0.000398;0.00005;-0.007677;-0.004543;-0.000452;-0.009964;0.001495;-0.00248;0.00687;-0.000339;-0.003116;-0.009067
377;0.002385;0;0.042161;0.001825;0.013637;0.007458;-0.00379;0;0.011941;0.013634;0.014289;0.007982
378;0.002379;0.00005;-0.014995;-0.002809;-0.008708;-0.001509;-0.003055;0.009532;0.000337;-0.008818;-0.001541;-0.007404
379;0.000791;0;-0.001394;-0.00137;0.004674;0.001224;-0.002255;0.008518;-0.009774;0.004673;0.000661;0.00467
380;0.003162;0.0001;0.036224;0.002516;0.0176;-0.001653;0.0062;0.019538;-0.003404;0.017598;0.017625;0.00368
381;-0.004137;0.000201;0;0.005247;0.008593;0.007921;0.001209;0.020162;0.010246;0.008592;0.031825;0.009455
382;-0.00277;-0.00005;0.000619;0.000227;0.003495;0.009859;-0.011332;-0.002446;-0.00879;0.00344;-0.006819;-0.000701
383;-0.003769;-0.0001;0.006478;-0.000983;-0.000871;0.001627;-0.001164;-0.002452;0.007844;-0.000816;0.009507;0.000191
384;-0.008562;-0.00015;-0.015403;0.00265;-0.007244;-0.006922;0.00099;-0.011405;0.004738;-0.007244;-0.005441;-0.014025
385;0.003816;0.00015;-0.006867;-0.001586;0.000658;-0.001209;0.000873;-0.015614;0.001347;0.000658;-0.00989;-0.00097
386;0.004002;0;0.011426;0.004613;0.007731;0.004059;0.001453;0.000505;-0.004036;0.00773;-0.008819;0.007831
387;-0.000199;0.00005;0.033159;-0.000301;0.016105;-0.000638;0.000298;0.020196;0.049983;0.016049;0.012328;-0.005073
388;-0.000598;0.00005;0.001911;0.002861;0.000161;0.007168;0.000746;-0.010294;-0.0312;0.000214;0.002965;0.007165
389;-0.003989;-0.00005;-0.010807;-0.001577;0.007228;-0.00606;0.001392;-0.026003;-0.015936;0.007227;-0.030831;-0.010766
390;0.006007;0.0001;0.001571;0.000226;0.000266;0.005742;-0.001911;-0.00421;-0.013158;0.000213;-0.001634;0.007061
391;0.001592;-0.00005;-0.02064;-0.00218;-0.00271;-0.002185;-0.000986;-0.014848;-0.006496;-0.002763;-0.018769;-0.005082
392;0.002782;0.00015;0.015069;0.001356;0.00421;0.000141;0.002439;0.007536;-0.006882;0.004156;0.01012;0.00278
393;0.005747;0.0001;0.005379;0.00286;0.007163;-0.000636;0.004172;-0.005402;0.009356;0.007164;-0.004294;0.000129
394;-0.000394;0.00005;-0.006563;-0.001426;0.001686;-0.001696;-0.00352;0.012952;0.024373;0.001686;0.002433;-0.00116
395;-0.004731;0;0.00237;0.006613;-0.002945;0.006159;-0.005675;0.031656;-0.008713;-0.002893;0.029451;-0.000258
396;0.002179;0;0.00265;0.000149;0.003587;-0.001126;0.001281;0.007296;0.009466;0.003587;0.003429;-0.003938
397;-0.002569;0;0.003215;-0.001194;0.00021;-0.002606;0.004827;-0.010518;0.039518;0.00021;-0.004378;0.006482
398;0.002378;0;0.003668;0;0.002417;0.000636;-0.002026;-0.011131;-0.009343;0.002417;-0.013299;-0.001417
399;-0.002767;-0.00005;-0.025758;-0.000374;-0.01903;-0.005082;-0.00203;-0.015211;-0.011057;-0.01903;-0.027935;-0.013156
400;0.00892;0.0001;0.015259;-0.003962;0.00994;0.004682;-0.001395;0.020801;0.018415;0.00994;0.01476;0.01209
401;-0.001572;0;0.004376;0;0.003704;0.001553;0.000873;-0.01029;-0.008718;0.003704;-0.000551;0.002131
402;0.004919;0.00005;-0.010214;0.000976;-0.002425;-0.001481;0.000174;0.007339;0.018893;-0.002425;0.006174;-0.002448
403;0.004895;0;0.009742;0.000675;0.000528;-0.003319;0.003314;0.001821;0.00032;0.000528;-0.005808;-0.000581
404;0.003313;0;0.001072;-0.002023;0.000528;0.003825;-0.00452;0.010302;0.006392;0.000528;-0.01025;0.002391
405;-0.000583;-0.0001;0.004141;-0.003078;-0.008869;-0.004446;-0.001281;-0.004799;0.046681;-0.008869;0.01147;-0.00677
406;-0.003887;-0.0001;-0.003804;0.003615;-0.007138;0.000638;0.000979;0.011753;0.01699;-0.007138;-0.002092;0.002077
407;-0.00039;0;-0.012311;0.002852;-0.005097;-0.002409;0.003389;-0.015191;-0.033413;-0.005097;-0.042365;-0.00447
408;-0.004489;-0.000301;0.004371;-0.005313;0.002696;-0.005681;-0.003192;0.003428;0.003395;0.002696;0.012097;-0.00898
409;0.011958;0;-0.07036;-0.011134;-0.046088;-0.005571;-0.003435;-0.027429;0.000615;-0.046088;-0.047353;-0.008142
410;0.007555;-0.000451;0.004411;-0.00426;-0.003326;-0.007541;0.004264;-0.007541;-0.011682;-0.003326;-0.005257;-0.007083
411;-0.005576;0;0.002196;0.004355;0.007862;0.008105;-0.004886;0.007807;-0.007465;0.007862;0.006006;0.005334
412;-0.010441;0.00015;-0.006419;0.005401;-0.003087;0.00079;0.001403;0.007746;0.020997;-0.003087;0.011224;0.002056
413;-0.000977;-0.0001;0.010059;0.002497;0.003378;0.001578;-0.00216;0.00328;0.02302;0.003378;0.022789;0.002383
414;0.000978;-0.0001;-0.002336;-0.00083;-0.003759;-0.002506;0.002632;0.002758;0.025503;-0.003759;-0.004502;0.001387
415;-0.007425;0;0.001344;-0.000227;0.000563;-0.003733;0.003676;0.01956;0.02282;0.000563;-0.002899;0.000396
416;0.008268;0.0001;0.005214;-0.003324;0.001689;0.000216;-0.000872;0.003797;0.034611;0.001689;-0.004885;-0.002702
417;0.000195;0;-0.013197;-0.002198;-0.00944;-0.002017;0.000233;0.022895;0.003594;-0.008991;-0.000351;-0.006741
418;0.004099;0.0001;0.011325;0.00076;0.004538;-0.003465;-0.001163;-0.007882;0.00551;0.004536;0.004677;-0.002528
419;-0.003499;-0.0001;-0.00344;0.004251;0.00288;-0.00355;0.00297;-0.005493;0.003014;0.002935;-0.012685;-0.004669
420;0.004487;0.000251;0.01557;-0.003402;0.003773;0.003708;-0.003484;0.02012;0.010653;0.003658;0.00943;0.005361
421;0.00738;0.00015;-0.012349;-0.00713;0.006115;-0.000435;-0.00134;-0.011505;-0.017027;0.006112;-0.005605;-0.000533
422;0.007326;0;-0.001682;-0.001528;0.004461;0;-0.001517;-0.01252;-0.011273;0.004403;0.016674;-0.001334
423;0.004019;0.00015;-0.005477;-0.004514;-0.001055;-0.001812;0.004616;-0.022583;0.025584;-0.001054;-0.013283;-0.008281
424;-0.008006;-0.000201;0.009397;0.006302;0.005779;0.008348;-0.005177;0.022193;-0.003796;0.005777;0.018963;0.008822
425;-0.000769;-0.0001;0.000229;0;-0.002486;-0.001224;-0.000409;-0.004164;0.020414;-0.002596;-0.006778;-0.002136
426;-0.006538;-0.000201;-0.003891;-0.004048;0.00216;-0.00382;-0.002632;0.019114;-0.014137;0.002215;-0.001966;-0.003813
427;0.007162;0.000301;0.005016;-0.001304;0.008235;0.002243;0.001818;-0.006545;-0.00974;0.008343;-0.008692;0.00423
428;0.008072;0.0001;0.004915;-0.003686;0.002247;-0.00296;0.000995;-0.003048;-0.012568;0.002192;0.013093;-0.008024
429;-0.000572;0;-0.022673;0.002466;-0.007602;-0.003041;0.003158;-0.011244;0.016602;-0.007654;-0.000115;-0.002292
430;0.014308;0.0001;-0.025255;-0.006919;-0.003196;-0.005302;0.006203;-0.026434;0.028579;-0.003196;-0.028159;-0.008445
431;-0.004514;0;-0.00593;0.002323;0.001216;-0.004965;0.002352;0.018545;0.025668;0.001216;0.014963;-0.000954
432;-0.008313;-0.00005;0.01045;0.005638;-0.004418;0.006605;-0.005029;-0.002917;0.021414;-0.004416;0.002106;0.003683
433;0.002858;0.00005;0.005032;-0.003533;0.001165;0.004301;-0.006739;0.012409;0.011114;0.001109;0.015295;0.004213
434;-0.00285;0;-0.005795;0.0037;-0.001994;-0.001524;0.001462;0.008969;0.014239;-0.001994;0.013454;-0.003248
435;0.000572;0.00005;0.003053;0.000921;-0.001499;0.004435;-0.001927;0.004247;0.010345;-0.001443;0.041416;0.001969
436;0.005331;0.00005;-0.026211;-0.00422;0.000445;0.005211;-0.003335;-0.010523;-0.031936;0.000334;-0.00937;-0.002371
437;-0.003788;-0.00005;0.009094;0.003775;0;0.001368;-0.000059;0.016599;0.018383;-0.000056;-0.014738;0.000951
438;-0.001331;0.00015;0.03653;-0.000307;0.017616;0.004674;-0.000352;0.024932;0.003709;0.017503;0.009154;0.004478
439;0.003427;0.0001;-0.00916;-0.000307;-0.010157;-0.005726;0.002819;0.001335;-0.035723;-0.010157;-0.008739;-0.009052
440;0.007778;0.0001;0.001136;-0.003303;0.003034;0.000072;0.001289;0.008669;0.005365;0.003034;-0.010825;0.00409
441;0;0.00005;0.000352;-0.002158;-0.0044;0.001727;-0.002515;-0.014828;0.02338;-0.0044;-0.011056;0.004005
442;0.00113;-0.00005;-0.004694;0.001313;0.000221;-0.00194;-0.000176;-0.007094;0.03253;0.000221;-0.012092;-0.001555
443;-0.003009;-0.00015;-0.006641;0.002314;-0.002983;0.003168;-0.003402;0.00811;-0.004329;-0.002983;0.00358;0.002912
444;-0.009053;-0.0001;-0.038177;-0.002385;-0.024985;-0.004234;-0.002472;-0.003448;0;-0.024985;0;-0.007158
445;-0.003045;0;-0.043477;-0.000848;-0.020795;-0.001514;0.000059;-0.011725;-0.019324;-0.020795;-0.013462;-0.002108
446;-0.002864;-0.0001;0.005246;0.001004;0.003133;-0.000938;-0.000649;0.010114;0.007143;0.003133;0.015045;0.001908
447;-0.001149;0.00015;0.004149;0.000309;0.012494;0.001806;-0.000472;0.004236;-0.007337;0.012494;0.002873;0.003061
448;-0.000767;-0.00005;-0.01572;-0.000771;-0.0008;-0.004688;0.003957;-0.005464;-0.031042;-0.0008;-0.001833;-0.005426
449;0.009208;0.0001;0.028695;-0.002237;0.01498;0.004855;0.000647;0.009447;-0.018307;0.01498;0.007117;0.005523
450;0.004372;0.00005;0.000505;-0.005026;0.006591;-0.001803;0.000682;-0.000668;0.022015;0.006591;-0.014817;-0.00529
451;0;-0.00005;-0.005551;-0.002487;-0.001063;-0.007657;0.002138;-0.000956;-0.027623;-0.001063;-0.028228;-0.011113
452;-0.000379;0.00005;-0.00998;0.003039;-0.001905;0.001893;-0.001759;-0.015782;0.003909;-0.001905;-0.02;-0.001034
453;0.004544;-0.00005;-0.008201;-0.004039;-0.000786;-0.00901;0.005873;-0.00379;-0.005711;-0.000786;-0.018829;-0.013043
454;-0.000377;0.00005;-0.004953;0.00195;0.000449;-0.001173;0.002978;0.001463;0.005483;0.000449;0.023771;-0.001888
455;0.000377;-0.00005;0.023545;0.003269;0.012465;0.007928;-0.003493;0.020846;0.024409;0.012465;0.024187;0.011279
456;-0.004712;-0.00005;0.010191;0.000621;0.001331;0;0.000526;0.010496;-0.012421;0.001331;0.004841;0.005542
457;-0.006628;0.00005;-0.004981;0.004032;-0.009637;0.002258;-0.000876;0.000378;0.000257;-0.009637;0.00235;0.003169
458;0.000762;0;-0.009465;-0.001313;0.002237;-0.004868;0.003155;0.002643;0.073646;0.002237;-0.004455;-0.005838
459;0.002667;0.00015;0.02183;0.001856;0.013615;0.005403;-0.001748;0.009226;0.044455;0.013615;0.016604;0.010293
460;0.003229;0;-0.004156;0.001312;-0.004184;-0.000073;0.000817;-0.002612;-0.014874;-0.003743;0.010309;-0.001915
461;-0.00303;0;0;0.001696;0.003317;-0.000726;0.001458;0.027404;0.016725;0.003315;-0.000229;0.003083
462;0.001519;0;0.009057;0.002309;-0.001047;0.001526;0.001339;-0.010469;0.054375;-0.001101;-0.022248;0.007308
463;0.001138;0;-0.012491;0.002687;-0.002427;0.004354;-0.002035;0.002116;0.005634;-0.002426;0.006334;0.004
464;-0.003031;0;0.037152;-0.001761;0.012274;0.002963;-0.001631;0.0112;0.015298;0.012214;0.008275;0.007428
465;-0.00608;-0.00005;-0.017285;0.002148;-0.019116;-0.0067;0.002918;0.012347;-0.03056;-0.019219;-0.011097;-0.009385
466;0.004206;0;-0.013233;-0.002296;-0.002896;-0.000508;-0.00128;0.01103;0.075744;-0.002839;-0.010637;-0.001962
467;0.005901;0;0.005039;-0.00445;0.003742;0.004209;-0.003787;0.016232;0.02381;0.003685;0.012169;-0.000407
468;-0.00511;0;-0.011519;0.000694;-0.00434;0.000506;-0.001813;0.02924;-0.018485;-0.004394;0.038403;-0.00095
469;0.002663;0;-0.004276;-0.001001;0.001341;-0.000795;-0.000164;-0.006275;0.059336;0.001341;-0.018997;-0.000679
470;0.00702;0.00005;0.003747;-0.001156;0.007087;-0.001373;0.002332;-0.021505;0.005544;0.007086;-0.010427;-0.005435
471;-0.002826;-0.00005;-0.003481;-0.002084;-0.006815;0.001303;-0.001345;0.021542;0.038023;-0.00687;0.019801;0.001025
